key,source,Translation
Russian,"It satisfies the three necessary attributes of coffee: Beans, Water, Cup.",
Japanese,これならコーヒーに必要な特性を3つとも満たしている。豆、水、カップです。,
Portuguese_Brazil,"Ele satisfaz os três atributos necessários do café: grãos, água e xícara.",
Chinese_Simplified,这杯满足咖啡的三点要素：咖啡豆、水、杯子。,
Chinese_Traditional,它滿足了咖啡的三個要素：咖啡豆、水、杯具。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0067-Larry,
English_US,В совокупности они известны как Треугольник Удовлетворительного Производства Кофе.,
Description,,
French,"De façon collective, ils sont connus sous le nom de Triangle de la production de café acceptable.",
Italian,Insieme sono considerati il Triangolo della Produzione di Caffè Soddisfacente.,
German,Gemeinsam sind sie als Dreieck Zufriedenstellender Kaffeeherstellung bekannt.,
Spanish_Spain,"En conjunto, se conocen como el ""Triángulo de la producción satisfactoria de café"".",
Spanish_LATAM,"En conjunto, se conocen como el «Triángulo de la producción satisfactoria de café».",
Korean,통틀어서 이런 걸 '만족스러운 커피 생산의 삼각형'이라고 부릅니다.,
Russian,"Collectively, these are known as the Triangle of Satisfactory Coffee Production.",
Japanese,まとめて“うまいコーヒー作りのトライアングル”と呼ばれます。,
Portuguese_Brazil,"Coletivamente, são conhecidos como o Triângulo da Produção de Café Satisfatório.",
Chinese_Simplified,总的来说，这三者称为适格咖啡作品的三要素。,
Chinese_Traditional,這三個要素會集結成所謂的「泡咖啡的滿足金三角」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0068-Larry,
English_US,"Это точно такой же вкус кофе, который простоял на моем столе весь день.",
Description,,
French,C'est exactement le goût du café que je bois toute la journée au bureau.,
Italian,Ha lo stesso sapore del caffè che è rimasto sulla mia scrivania tutto il giorno.,
German,"Er schmeckt genauso wie Kaffee, der den ganzen Tag auf meinem Schreibtisch herumgestanden hat.",
Spanish_Spain,Es justo el sabor del café que ha estado en mi escritorio todo el día.,
Spanish_LATAM,Es justo el sabor de café que me ha acompañado en el escritorio todo el día.,
Korean,온종일 책상 위에 올려둔 커피 맛 그대로군요.,
Russian,It is exactly the taste of coffee that has been sitting on my desk all day.,
Japanese,まさに、デスクに丸1日放置したコーヒーの味です。,
Portuguese_Brazil,Tem exatamente o mesmo gosto de café que fica na minha mesa o dia todo.,
Chinese_Simplified,这味道和我忘在办公桌上一整天的咖啡一样。,
Chinese_Traditional,這喝起來完全就像在我桌上放一整天的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0069-Larry,
English_US,Это хороший вкус. Мне очень нравится этот вкус.,
Description,,
French,C'est un bon goût. J'apprécie beaucoup ce goût-là.,
Italian,Questo è un buon gusto. È un gusto a cui tengo molto.,
German,Das schmeckt sehr gut. Dieser Geschmack sagt mir sehr zu.,
Spanish_Spain,Sabe bien. Me gusta mucho este sabor.,
Spanish_LATAM,Tiene buen sabor. Me gusta mucho este sabor.,
Korean,좋은 맛입니다. 난 이런 맛을 좋아해요.,
Russian,This is a good taste. I care very much for this taste.,
Japanese,これは美味しい。大変結構な味ですね。,
Portuguese_Brazil,É um gosto bom. Tenho muito apreço por esse gosto.,
Chinese_Simplified,味道不错。我很喜欢这种味道。,
Chinese_Traditional,真好喝。我非常喜歡這種味道。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0070-Larry,
English_US,В результате этой положительной ассоциации с кофе я стал более уверен в своих презентационных способностях.,
Description,,
French,"Grâce à cette association gustative réussie avec le café, j'ai gagné en confiance pour ce qui relève de mes aptitudes présentationnelles.",
Italian,"Grazie a questa positiva esperienza di degustazione del caffè, ho acquisito ancora più fiducia nelle mie capacità di fare la presentazione.",
German,Aufgrund dieser positiven Assoziation mit Kaffee habe ich mehr Vertrauen in meine Präsentationsfähigkeiten.,
Spanish_Spain,"Como resultado de esta relación positiva con el café, tengo más confianza en mis habilidades de presentación.",
Spanish_LATAM,"Como resultado de esta relación positiva con el café, tengo más confianza en mis habilidades como presentador.",
Korean,"커피와 관련해서 긍정적인 경험을 한 결과, 프레젠테이션 능력에도 더 자신감이 생겼습니다.",
Russian,"As a result of this positive association with coffee, I am more confident in my presentational abilities.",
Japanese,コーヒーのメリットを享受した結果、自分のプレゼン能力に自信が出てきました。,
Portuguese_Brazil,"Como resultado dessa associação positiva com café, me sinto mais confiante nas minhas capacidades de apresentação.",
Chinese_Simplified,有了来自咖啡的加持，我对自己的演讲能力更有自信了。,
Chinese_Traditional,有了咖啡提供的正能量，我對自己的報告能力更有信心了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0071-Larry,
English_US,"Сейчас я хотел бы показать вам презентацию, которую я подготовил для совета директоров.",
Description,,
French,C'est le moment pour moi de te montrer la présentation que j'ai préparée pour le comité directeur.,
Italian,È giunto il momento di mostrarti la presentazione che ho preparato per il consiglio d'amministrazione.,
German,"Zu diesem Zeitpunkt würde ich dir gerne die Präsentation zeigen, die ich für den Vorstand vorbereitet habe.",
Spanish_Spain,En este momento me gustaría enseñarte la presentación que he preparado para la junta.,
Spanish_LATAM,Ahora me gustaría mostrarte la presentación que preparé para la junta.,
Korean,이제 제가 임원들을 위해 준비한 프레젠테이션을 한번 보여드리고 싶군요.,
Russian,At this time I would like to show you the presentation that I have prepared for the board.,
Japanese,今こそ役員のために用意したプレゼンを、あなたに見せてもよいでしょうか。,
Portuguese_Brazil,"Nesse momento, gostaria de mostrar a você a apresentação que preparei para a diretoria.",
Chinese_Simplified,现在我想向你展示一下我为董事会准备的演讲。,
Chinese_Traditional,現在，我想向你展示我為董事會準備的報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0072-Larry,
English_US,Это ещё больше укрепит мою уверенность в своих способностях.,
Description,,
French,Ce petit entraînement me ferait encore gagner en confiance dans mes capacités.,
Italian,"Così facendo, diventerò ancora più sicuro delle mie capacità.",
German,Das würde meine Zuversicht in meine Fähigkeiten weiter steigern.,
Spanish_Spain,Eso aumentaría aún más mi confianza en mis habilidades.,
Spanish_LATAM,Eso aumentaría aún más mi confianza en mis habilidades.,
Korean,그렇게 한다면 제 능력에 대한 자신감이 더 높아질 것 같습니다.,
Russian,Doing so would further heighten my confidence in my abilities.,
Japanese,そうすれば、もっと自分の能力に自信がつくはずです。,
Portuguese_Brazil,"Assim, aumentarei ainda mais minha confiança nas minhas capacidades.",
Chinese_Simplified,试讲能提高我对自身能力的信心。,
Chinese_Traditional,向你報告能讓我對自己的能力更有信心。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0073-Choice,
English_US,"Конечно, давайте.",
Description,,
French,"Bien sûr, vas-y.",
Italian,"Certo, vai avanti.",
German,"Klar, leg los.",
Spanish_Spain,"Claro, adelante.",
Spanish_LATAM,"Claro, adelante.",
Korean,"그래요, 해보세요.",
Russian,"Sure, go for it.",
Japanese,ああ、どうぞ。,
Portuguese_Brazil,"Claro, vai lá.",
Chinese_Simplified,好啊，来吧。,
Chinese_Traditional,好啊，請報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0074-Choice,
English_US,"Вообще-то, я бы предпочёл, чтобы вы были менее уверены в себе.",
Description,,
French,"En fait, je préférerais que tu sois moins en confiance.",
Italian,"In realtà, preferirei che tu fossi meno sicuro di te.",
German,"Ehrlich gesagt, es wäre mir lieber, du wärst weniger selbstsicher.",
Spanish_Spain,"En realidad, preferiría que tuvieras menos confianza.",
Spanish_LATAM,"En realidad, preferiría que tuvieras menos confianza.",
Korean,차라리 자신감을 좀 줄이는 게 낫겠어요.,
Russian,"Actually, I'd rather you were less confident.",
Japanese,いや、自信は控えめがいい。,
Portuguese_Brazil,"Na verdade, prefiro que você fique menos confiante.",
Chinese_Simplified,其实吧，我觉得你不用那么自信。,
Chinese_Traditional,其實，我希望你不要那麼有信心。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0075-Larry,
English_US,Хорошо. Сейчас я проведу свою презентацию. В конце будет сегмент для заметок и отзывов.,
Description,From [0073-Choice],
French,Bien. Je commence donc ma présentation. Il y aura une partie finale dédiée aux remarques et aux commentaires.,
Italian,Bene. Inizierò la mia presentazione. La parte finale sarà dedicata alle osservazioni e ai commenti.,
German,Gut. Ich halte nun meine Präsentation. Am Ende wird es einen Abschnitt für Anmerkungen und Rückmeldungen geben.,
Spanish_Spain,Bien. Ahora haré mi presentación. Habrá una parte al final para notas y comentarios.,
Spanish_LATAM,Bien. Ahora expondré mi presentación. Habrá una parte al final para notas y comentarios.,
Korean,"좋습니다. 그럼, 제 프레젠테이션을 시연해 볼게요. 마지막에 피드백 시간을 따로 드립니다.",
Russian,Good. I will now deliver my presentation. There will be a segment at the end for notes and feedback.,
Japanese,よし、ではプレゼンを始めます。最後に感想や意見をいただく時間を取りますね。,
Portuguese_Brazil,Bom. Agora farei a minha apresentação. Haverá um segmento no fim para observações e feedback.,
Chinese_Simplified,好的。那么演讲开始。演讲末尾会有意见和反馈环节。,
Chinese_Traditional,好。我現在就開始報告。最後會有一個部分可以發表建議。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0076-Larry,
English_US,"Не беспокойтесь. Поскольку мы с вами не работаем в одном отделе, ваши показатели продаж не будут сравниваться с моими.",
Description,From [0074-Choice],
French,"Ne t'inquiète pas. Comme toi et moi on ne travaille pas dans le même département, on ne pourra pas comparer tes chiffres de vente aux miens.",
Italian,"Non preoccuparti. Dato che tu ed io non lavoriamo nello stesso reparto, i tuoi risultati economici non verranno confrontati con i miei.",
German,"Keine Sorge. Da wir beide nicht in derselben Abteilung arbeiten, werden unsere Verkaufszahlen nicht verglichen.",
Spanish_Spain,"No te preocupes. Puesto que tú y yo no trabajamos en el mismo departamento, tus cifras de ventas no se compararán con las mías.",
Spanish_LATAM,"No te preocupes. Puesto que tú y yo no trabajamos en el mismo departamento, tus cifras de ventas no se compararán con las mías.",
Korean,걱정하지 말아요. 그쪽은 나와 부서가 다르니 영업 실적을 비교당할 일은 없을 겁니다.,
Russian,"Do not worry. Since you and I do not work in the same department, your sales numbers will not be compared to mine.",
Japanese,ご心配なく。あなたとは働いている部署が違いますから。あなたの売上が僕と比較されることはないですよ。,
Portuguese_Brazil,"Não se preocupe. Como eu e você não trabalhamos no mesmo departamento, seus números de vendas não serão comparados aos meus.",
Chinese_Simplified,无须担心。你我并不在一个部门工作，没人拿你的销售业绩和我比。,
Chinese_Traditional,別擔心。你跟我不在同一個部門工作，所以我不會拿你的業績數字來比較。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0077-Larry,
English_US,"Поэтому мой уровень уверенности не представляет для вас угрозы, равно как и для любой проверки эффективности, которой вы можете подвергнуться.",
Description,,
French,"Par conséquent, mon niveau de confiance ne présente aucune menace pour toi ni pour aucun avis critique de performance qui pourrait t'être adressé.",
Italian,"Pertanto, il mio livello di autostima non rappresenta una minaccia per te e né per eventuali revisioni critiche delle prestazioni a cui potresti essere assoggettata nell'immediato futuro.",
German,Darum ist meine Sicherheit keine Bedrohung für dich oder deine Leistungsbewertungen.,
Spanish_Spain,"Por lo tanto, mi nivel de confianza no representa ninguna amenaza para ti ni para ninguna revisión de rendimiento a la que puedas estar sujeta.",
Spanish_LATAM,"Por lo tanto, mi nivel de confianza no representa ninguna amenaza para ti ni para ninguna revisión de rendimiento a la que puedas estar sujeta.",
Korean,내 자신감이 높아진다고 그쪽의 자리나 인사 평가에 위협이 될 일은 없다는 이야기죠.,
Russian,"Therefore, my confidence level poses no threat to you, nor to any performance review you may be subject to.",
Japanese,つまり僕の自信のレベルがあなたを脅かすこともなければ、勤務評価に響くこともありません。,
Portuguese_Brazil,"Portanto, o meu nível de confiança não é uma ameaça para você, nem para qualquer análise de desempenho pela qual você possa ser submetida.",
Chinese_Simplified,因此我的自信程度对你不构成威胁，也不会影响到你的任何绩效评估。,
Chinese_Traditional,因此，我的信心對你不會造成任何威脅，也不會影響到你的績效評鑑。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0078-Alta,
English_US,О... ну тогда продолжайте.,
Description,,
French,"Ah… très bien. Alors, vas-y.",
Italian,"Oh... bene, allora prosegui.",
German,"Oh …Na, dann mach weiter.",
Spanish_Spain,"Ah... bueno, entonces continúa.",
Spanish_LATAM,"Ah... Bueno, continúa entonces.",
Korean,"아... 그럼, 어디 해보세요.",
Russian,Oh... well then carry on.,
Japanese,そうか…なら続けてくれ。,
Portuguese_Brazil,"Ah... bem, continua então.",
Chinese_Simplified,哦……那你继续。,
Chinese_Traditional,噢……好啊，那就繼續吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0079-Larry,
English_US,Очень хорошо.,
Description,,
French,Très bien.,
Italian,Molto bene.,
German,Sehr gut.,
Spanish_Spain,Muy bien.,
Spanish_LATAM,Muy bien.,
Korean,좋아요.,
Russian,Very good.,
Japanese,いいでしょう。,
Portuguese_Brazil,Muito bem.,
Chinese_Simplified,非常好。,
Chinese_Traditional,很好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0080-Larry,
English_US,Это не холодный кофе.,
Description,,
French,Ce n'est pas du café froid.,
Italian,Questo caffè non è freddo.,
German,Das ist kein kalter Kaffee.,
Spanish_Spain,Esto no es café frío.,
Spanish_LATAM,Esto no es café frío.,
Korean,차가운 커피가 아니잖아요.,
Russian,This is not cold coffee.,
Japanese,これは冷たいコーヒーじゃない。,
Portuguese_Brazil,Isso não é café gelado.,
Chinese_Simplified,这不是冷咖啡。,
Chinese_Traditional,這不是冷咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0081-Larry,
English_US,"Если бы вы принесли мне другой напиток, я бы предпочёл, чтобы это был холодный кофе.",
Description,,
French,"Si tu m'apportais une autre boisson, je préférerais un café froid.",
Italian,"Se proprio mi volessi portare un'altra bevanda, preferirei che fosse un caffè freddo.",
German,"Wenn du mir ein anderes Getränk bringen könntest, sollte es kalter Kaffee sein.",
Spanish_Spain,"Si me trajeras otra bebida, preferiría que fuera café frío.",
Spanish_LATAM,"En caso de que me traigas otra bebida, preferiría que sea café frío.",
Korean,다음번에 가져올 음료는 차가운 커피였으면 좋겠군요.,
Russian,"If you were to bring me another drink, I would prefer that it be cold coffee.",
Japanese,別の飲み物を持ってきてくれるなら、ぜひ冷たいコーヒーをお願いしたい。,
Portuguese_Brazil,"Se você for trazer outra bebida para mim, prefiro que seja café gelado.",
Chinese_Simplified,如果能再来一杯，我希望是冷咖啡。,
Chinese_Traditional,如果你再端來一杯，最好是冷咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0082-Larry,
English_US,кхм,
Description,,
French,*hum*,
Italian,*ehm*,
German,*hüstel*,
Spanish_Spain,*ejem*,
Spanish_LATAM,*ejem*,
Korean,에헴.,
Russian,*ahem*,
Japanese,オッホン。,
Portuguese_Brazil,*ahem*,
Chinese_Simplified,*咳咳*,
Chinese_Traditional,*清喉嚨*,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0083-Larry,
English_US,"Добрый день всем вам, кто находится в конференц-зале. Я {{Larry}}. Это моя презентация.",
Description,,
French,Bonjour à tous qui êtes réunis dans cette salle de conférence. Je suis {{Larry}}. Et voici ma présentation.,
Italian,"Buongiorno a tutti voi, che siete qui nella sala del consiglio di amministrazione. Sono {{Larry}}. Questa è la mia presentazione.",
German,"Guten Tag an Sie alle, die sich hier im Sitzungssaal befinden. Ich bin {{Larry}}. Dies ist meine Präsentation.",
Spanish_Spain,Buenos días a todos los presentes en la sala de juntas. Yo soy {{Larry}}. Esta es mi presentación.,
Spanish_LATAM,Buenos días a todos los presentes en la sala de juntas. Yo soy {{Larry}}. Esta es mi presentación.,
Korean,"회의실에 계신 여러분, 모두 안녕하십니까? 저는 {{Larry}}입니다. 프레젠테이션을 시작하겠습니다.",
Russian,"Good day to all of you, who are here in the boardroom. I am {{Larry}}. This is my presentation.",
Japanese,ごきげんよう、会議室にいらっしゃる役員の皆さん。僕は{{ラリー}}。これからプレゼンを始めます。,
Portuguese_Brazil,"Saudações a todos vocês, que estão aqui na sala de reuniões. Eu sou o {{Larry}} e está é a minha apresentação.",
Chinese_Simplified,各位董事会成员，大家好。我是{{Larry}}。敬请垂听本人的此次演讲。,
Chinese_Traditional,會議室在座的各位，大家好。我是{{Larry}}。這是我的報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0084-Larry,
English_US,"Моя презентация называется ""Рост в 3-м квартале по сравнению с другими кварталами с меньшим ростом"".",
Description,"A ""quarter"" in this sense means a quarter of a year, or a 3 month period",
French,"Le titre de ma présentation est ""La croissance du 3e trimestre comparée aux trimestres avec moins de croissance"".",
Italian,"La mia presentazione è intitolata ""Confronto tra la crescita del terzo trimestre ad gli altri trimestri con minore crescita"".",
German,Meine Präsentation trägt den Titel „Wachstum des 3. Quartals im Vergleich zu anderen Quartalen mit weniger Wachstum“.,
Spanish_Spain,"Mi presentación se titula ""Crecimiento del tercer trimestre en relación con otros trimestres con menos crecimiento"".",
Spanish_LATAM,Mi presentación se titula «Crecimiento del tercer trimestre en relación con otros trimestres con menos crecimiento».,
Korean,프레젠테이션의 제목은 '성장률이 더 낮은 다른 분기들과 비교한 3분기 성장률'입니다.,
Russian,"My presentation is titled ""3rd Quarter Growth Relative to Other Quarters With Less Growth.""",
Japanese,プレゼンのタイトルは“成長率の低い四半期と比べた第3四半期の成長について”です。,
Portuguese_Brazil,"O título da minha apresentação é ""Crescimento do 3º Trimestre em Relação a Outros Trimestres com Menos Crescimento"".",
Chinese_Simplified,我的演讲题目是《第三季度增长和其它增长较少季度之对比》。,
Chinese_Traditional,我的報告主旨是「相較於其他成長較少的季度的第三季度成長」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0085-Choice,
English_US,У меня есть отзыв о названии.,
Description,,
French,J'ai des commentaires à faire sur le titre.,
Italian,Vorrei fare un'osservazione sul titolo.,
German,Ich hab eine Rückmeldung zum Titel.,
Spanish_Spain,Tengo algunos comentarios sobre el título.,
Spanish_LATAM,Tengo algunos comentarios sobre el título.,
Korean,제목에 대한 피드백이 있어요.,
Russian,I have some feedback on the title.,
Japanese,タイトルについて意見がある。,
Portuguese_Brazil,Tenho comentários sobre o título.,
Chinese_Simplified,我对题目有意见。,
Chinese_Traditional,我對主旨有些意見。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0086-Choice,
English_US,У меня нет отзывов.,
Description,,
French,Je n'ai aucun commentaire.,
Italian,Non ho nessuna osservazione da fare sul titolo.,
German,Keine Rückmeldungen von mir.,
Spanish_Spain,No tengo comentarios.,
Spanish_LATAM,No tengo comentarios.,
Korean,여기까지는 피드백이 없어요.,
Russian,I have no feedback.,
Japanese,特に意見はない。,
Portuguese_Brazil,Não tenho comentários.,
Chinese_Simplified,我没意见。,
Chinese_Traditional,我沒意見。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0087-Larry,
English_US,...да?,
Description,From [0085-Choice],
French,… oui ?,
Italian,… Sì?,
German,…Ja?,
Spanish_Spain,¿Sí...?,
Spanish_LATAM,Dime...,
Korean,...네?,
Russian,...yes?,
Japanese,…はい？,
Portuguese_Brazil,Sim?,
Chinese_Simplified,……请说？,
Chinese_Traditional,……請說？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0088-Choice,
English_US,Оно слишком длинное.,
Description,,
French,C'est trop long.,
Italian,È troppo lungo.,
German,Er ist zu lang.,
Spanish_Spain,Es demasiado largo.,
Spanish_LATAM,Es demasiado largo.,
Korean,제목이 너무 길어요.,
Russian,It's too long.,
Japanese,長すぎる。,
Portuguese_Brazil,É longo demais.,
Chinese_Simplified,题目太长了。,
Chinese_Traditional,太長了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0089-Choice,
English_US,Оно недостаточно длинное.,
Description,,
French,Ce n'est pas assez long.,
Italian,Non è abbastanza lungo.,
German,Er ist nicht lang genug.,
Spanish_Spain,No es lo bastante largo.,
Spanish_LATAM,No es lo bastante largo.,
Korean,제목이 더 길어야 해요.,
Russian,It's not long enough.,
Japanese,長さが足りない。,
Portuguese_Brazil,Não é suficientemente longo.,
Chinese_Simplified,题目还不够长。,
Chinese_Traditional,不夠長。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0090-Choice,
English_US,Сделайте его рифмованным.,
Description,,
French,Il faudrait ajouter des rimes.,
Italian,Non fa rima.,
German,Er sollte sich reimen.,
Spanish_Spain,Haz que rime.,
Spanish_LATAM,Haz que rime.,
Korean,제목에 운율이 필요해요.,
Russian,Make it rhyme.,
Japanese,韻を踏むべき。,
Portuguese_Brazil,Faz uma rima.,
Chinese_Simplified,题目要押韵。,
Chinese_Traditional,最好押韻。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0091-Larry,
English_US,"О. Да, понимаю.",
Description,From [0088-Choice],
French,Ah… oui. Je vois…,
Italian,"Oh… sì, capisco.",
German,"Oh. Ja, verstehe.",
Spanish_Spain,"Ah. Sí, entiendo.",
Spanish_LATAM,"Ah. Sí, entiendo.",
Korean,"아. 네, 알겠습니다.",
Russian,"Oh. Yes, I see.",
Japanese,ああ、なるほど。,
Portuguese_Brazil,"Ah. Sim, entendi.",
Chinese_Simplified,哦。好的，明白。,
Chinese_Traditional,噢。好，我明白了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0092-Larry,
English_US,Я понимаю ваш отзыв. Я уберу некоторые согласные для краткости.,
Description,,
French,"Je comprends ton commentaire. Je vais supprimer quelques consonnes, pour plus de concision.",
Italian,"Accolgo la tua osservazione. Toglierò alcune consonanti, per essere più coinciso.",
German,Ich sehe deine Rückmeldung ein. Ich werde zur Kürzung einige Konsonanten entfernen.,
Spanish_Spain,Entiendo tus comentarios. Eliminaré algunas consonantes para mayor brevedad.,
Spanish_LATAM,Entiendo lo que dices. Eliminaré algunas consonantes para mayor brevedad.,
Korean,어떤 피드백인지 이해했습니다. 간결성을 위해 글자를 몇 개 빼도록 하죠.,
Russian,"I understand your feedback. I will remove some of the consonants, for brevity.",
Japanese,ご意見はわかりました。いくらか言葉を抜いて簡潔にしましょう。,
Portuguese_Brazil,"Entendo seu feedback. Vou remover algumas consoantes, para ser mais breve.",
Chinese_Simplified,我懂你的意思。为求简洁，我会去掉一些词。,
Chinese_Traditional,我懂你的意見。我會刪掉一些字，讓主旨更精簡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0093-Larry,
English_US,"О. Да, понимаю.",
Description,From [0089-Choice],
French,Ah… oui. Je vois…,
Italian,"Oh… sì, capisco.",
German,"Oh. Ja, verstehe.",
Spanish_Spain,"Ah. Sí, entiendo.",
Spanish_LATAM,"Ah. Sí, entiendo.",
Korean,"아. 네, 알겠습니다.",
Russian,"Oh. Yes, I see.",
Japanese,ああ、なるほど。,
Portuguese_Brazil,"Ah. Sim, entendi.",
Chinese_Simplified,哦。好的，明白。,
Chinese_Traditional,噢。好，我明白了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0094-Larry,
English_US,Я повторю некоторые слова в названии для драматического эффекта.,
Description,,
French,"Je vais répéter certains termes du titre, pour ajouter un effet théâtral.",
Italian,"Ripeterò alcune delle parole del titolo, per ottenere un effetto più teatrale.",
German,Ich werde für die dramatische Wirkung einige Wörter des Titels wiederholen.,
Spanish_Spain,Repetiré algunas de las palabras del título para lograr un efecto dramático.,
Spanish_LATAM,Repetiré algunas de las palabras del título para lograr un efecto dramático.,
Korean,극적 효과를 위해 제목의 몇 단어를 반복하도록 하죠.,
Russian,"I will repeat some of the words in the title, for dramatic effect.",
Japanese,いくつかの言葉を繰り返して、劇的な効果を高めましょう。,
Portuguese_Brazil,"Vou repetir algumas palavras no título, para dar um afeito dramático.",
Chinese_Simplified,我会在标题中重复一些词，以强化印象。,
Chinese_Traditional,我會重複一些主旨本來有的字，讓效果更浮誇。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0095-Larry,
English_US,Хммм...,
Description,From [0090-Choice],
French,Hum…,
Italian,Hmm...,
German,Mmmh …,
Spanish_Spain,Mmm...,
Spanish_LATAM,Mmm...,
Korean,흠...,
Russian,Hmmm...,
Japanese,うーん…,
Portuguese_Brazil,Hmmm...,
Chinese_Simplified,唔……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0096-Larry,
English_US,"""По порядку, сначала идёт третий квартал, достижения других кварталов короче"".",
Description,"Just rewrite the title so that a few words rhyme. It doesn't have to be every word in the sentence, Larry isn't very good at rhyming anyway. Even just a couple rhymes is fine.",
French,"""Par ordre d'importance vient le troisième trimestre, puis les autres trimestres avec moins de croissance"".",
Italian,"""La crescita del terzo trimestre paragonata alla crescita minore degli altri trimestri"".",
German,"„Guckt auf die Zahlen, das Erste war das beste Quartal, die anderen eine Qual.“",
Spanish_Spain,"""Colocados en orden, el tercer trimestre está el primero, las ganancias de otros trimestres van luego"".",
Spanish_LATAM,"«Colocados en orden, el tercer trimestre está primero, las ganancias de otros trimestres vienen luego».",
Korean,"3분기는 높은 성장, 다른 분기 낮은 성장, 비교하자 이 두 성장'",
Russian,"""Placed in Order, First Comes Third Quarter, Other Quarters' Gains Are Shorter.""",
Japanese,“歓喜を呼ぶ第3四半期、パンチが足りぬ他の四半期”,
Portuguese_Brazil,"""Colocados em ordem, o terceiro trimestre que vem, os ganhos de outros trimestres, bem, esses ficaram aquém"".",
Chinese_Simplified,“第三季度，再创新高，其他季度，相形见绌。”,
Chinese_Traditional,「季度成長：第三季度表現好，其他季度成長少」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0097-Choice,
English_US,Довольно неплохо.,
Description,,
French,Pas mal.,
Italian,Non c'è male.,
German,Schon ganz gut.,
Spanish_Spain,Bastante bien.,
Spanish_LATAM,Bastante bien.,
Korean,괜찮은데요.,
Russian,Pretty good.,
Japanese,すごくいいね。,
Portuguese_Brazil,Muito bom.,
Chinese_Simplified,真不错。,
Chinese_Traditional,挺不錯的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0098-Choice,
English_US,"""Порядку"" не совсем рифмуется с ""кварталом"".",
Description,"Point out that two of the words you rhymed before aren't an exact match. This doesn't even have to be true, Alta is just messing with Larry.",
French,"""Importance"" ça ne rime pas avec ""croissance"".",
Italian,"""Trimestre"" non rima perfettamente con ""trimestri"".",
German,„Zahlen“ und „Quartal“ reimt sich nicht ganz.,
Spanish_Spain,"""Primero"" no rima del todo con ""luego"".",
Spanish_LATAM,«Primero» no rima del todo con «luego».,
Korean,3분기'와 '다른 분기'는 운율이 잘 안 맞는데요.,
Russian,"""Order"" doesn't quite rhyme with ""Quarter.""",
Japanese,“パンチ”と“四半期”はイマイチ韻を踏めてない。,
Portuguese_Brazil,"""Bem"" não rima com ""aquém"".",
Chinese_Simplified,“度”和“高”并不押韵。,
Chinese_Traditional,「長」跟「好」沒押韻。,
Polish,,
Turkish,,
