key,source,Translation
Spanish_LATAM,Bien. Entonces no haré las campanas de viento.,
Korean,"좋습니다. 그럼, 풍경은 만들지 않을게요.",
Russian,,
Japanese,そうか。じゃあウィンドチャイムはやめとこう。,
Portuguese_Brazil,Tá. Então não vou fazer um sino de vento.,
Chinese_Simplified,好吧。那我就不造风铃了。,
Chinese_Traditional,好。那我就不要製作風鈴。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0086-Customer,
English_US,Hello.,
Description,,
French,Salut.,
Italian,Salve.,
German,Hallo.,
Spanish_Spain,Hola.,
Spanish_LATAM,Hola.,
Korean,안녕하세요.,
Russian,,
Japanese,やあ。,
Portuguese_Brazil,Oi.,
Chinese_Simplified,你好。,
Chinese_Traditional,哈囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0087-Customer,
English_US,I have done it. I have built the wind chime.,
Description,,
French,"Je l'ai fait. J'ai fabriqué le carillon.",
Italian,"L'ho fatto. Ho costruito le campane al vento.",
German,Ich bin fertig. Ich habe das Windspiel gebaut.,
Spanish_Spain,Ya está. He construido el carillón de viento.,
Spanish_LATAM,Ya está. Hice las campanas de viento.,
Korean,완성했어요. 풍경을 만들었습니다.,
Russian,,
Japanese,出来たよ。ウィンドチャイムが完成した。,
Portuguese_Brazil,Pronto. Eu fiz um sino de vento.,
Chinese_Simplified,搞定。我已经打造了一串风铃。,
Chinese_Traditional,我完成了。我完成風鈴了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0088-Customer,
English_US,"It is there, now. It is good.",
Description,,
French,Il est là. Il est bien.,
Italian,"L'ho messe là.",
German,Hier ist es. Es ist gut.,
Spanish_Spain,Ahí lo tienes. Es bueno.,
Spanish_LATAM,Ahí las tienes. Son buenas.,
Korean,저기 있어요. 괜찮네요.,
Russian,,
Japanese,ほら、そこに。いい感じだろ。,
Portuguese_Brazil,Está aqui. É dos bons.,
Chinese_Simplified,看，就在那儿。好看吧。,
Chinese_Traditional,現在就在那裡。很好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0089-Alta,
English_US,"Uh, thanks.",
Description,,
French,Euh… merci.,
Italian,"Ah, ti ringrazio.",
German,"Äh, danke.",
Spanish_Spain,"Ah, gracias.",
Spanish_LATAM,Gracias...,
Korean,"아, 고마워요.",
Russian,,
Japanese,ええと、どうも。,
Portuguese_Brazil,"Ahm, valeu.",
Chinese_Simplified,呃，多谢。,
Chinese_Traditional,呃，感謝。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0090-Customer,
English_US,...yes.,
Description,,
French,… oui.,
Italian,… Hmm.,
German,… Ja.,
Spanish_Spain,Sí...,
Spanish_LATAM,Sí...,
Korean,...네.,
Russian,,
Japanese,…よし。,
Portuguese_Brazil,Sim.,
Chinese_Simplified,……是的。,
Chinese_Traditional,……好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0091-Customer,
English_US,I must leave now.,
Description,,
French,Je dois y aller maintenant.,
Italian,Ora devo andare.,
German,Ich muss jetzt los.,
Spanish_Spain,Ahora tengo que irme.,
Spanish_LATAM,Ahora tengo que irme.,
Korean,가봐야겠네요.,
Russian,,
Japanese,もう行かないと。,
Portuguese_Brazil,Preciso ir agora.,
Chinese_Simplified,我必须离开了。,
Chinese_Traditional,我必須走了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0092-Customer,
English_US,Thank you for the tea. Yes. It was good.,
Description,,
French,Merci pour le thé. Il était bon.,
Italian,Grazie per il tè. Hmm. Mi ha fatto bene.,
German,Danke für den Tee. Ja. Er war gut.,
Spanish_Spain,Gracias por el té. Sí. Estaba bueno.,
Spanish_LATAM,Gracias por el té. Sí. Estaba bueno.,
Korean,차 고마워요. 그래요. 맛있었어요.,
Russian,,
Japanese,ごちそうさま。うまいお茶だった。,
Portuguese_Brazil,Agradeço pelo chá. Sim. Estava bom.,
Chinese_Simplified,谢谢你的茶。是的。茶非常好喝。,
Chinese_Traditional,謝謝你泡的茶。好。非常好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0093-Customer,
English_US,...yes. Okay. Goodbye.,
Description,,
French,… bon. Très bien. Au revoir.,
Italian,… Hmm. Va bene. Arrivederci.,
German,… Ja. Okay. Leb wohl.,
Spanish_Spain,Sí... Vale. Adiós.,
Spanish_LATAM,Sí... Está bien. Adiós.,
Korean,...네. 그래요. 잘 있어요.,
Russian,,
Japanese,…よし。行くよ。それじゃ。,
Portuguese_Brazil,Sim. Tá. Tchau.,
Chinese_Simplified,……嗯。好的。再见。,
Chinese_Traditional,……好。就這樣。再會。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0094-Alta,
English_US,"You said you wanted tea to help with your pain, and also to take your mind off it. Is that right?",
Description,,
French,"Tu as dit que tu voulais un thé pour soulager ta douleur et aussi pour ne plus y penser, c'est exact ?",
Italian,Hai detto che volevi un tè che alleviasse il tuo dolore e anche per distrarti da esso. È giusto?,
German,"Du meintest, du willst Tee gegen die Schmerzen und zur Ablenkung. Stimmt das?",
Spanish_Spain,Dijiste que querías té para ayudarte con el dolor y también para distraerte. ¿Correcto?,
Spanish_LATAM,"Dijiste que querías té para ayudarte con el dolor y también para distraerte, ¿correcto?",
Korean,통증에 도움이 되고 통증에서 주의를 돌려주는 차. 이렇게 주문하신 게 맞나요?,
Russian,,
Japanese,あんたが注文したのは、痛みが和らいで、そのうえ気が紛れるお茶だよね。合ってる？,
Portuguese_Brazil,Você disse que queria chá pra ajudar com a sua dor e também pra tirar a mente dela. É isso?,
Chinese_Simplified,您想要能缓解疼痛的茶，最好还能让自己别老想着疼。对吧？,
Chinese_Traditional,你說你想要能夠舒緩疼痛並讓你轉移注意力的茶。對嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0095-Customer,
English_US,Yes. That is correct.,
Description,,
French,"Oui, c'est exact.",
Italian,Sì. Giusto.,
German,Ja. Das stimmt.,
Spanish_Spain,Sí. Así es.,
Spanish_LATAM,Sí. Así es.,
Korean,그래요. 맞습니다.,
Russian,,
Japanese,ああ、そのとおりだ。,
Portuguese_Brazil,Sim. Correto.,
Chinese_Simplified,是的。没错。,
Chinese_Traditional,好。正確。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0096-Customer,
English_US,Is this tea?,
Description,,
French,"C'est du thé ?",
Italian,È questo il tè?,
German,Ist das Tee?,
Spanish_Spain,¿Es esto té?,
Spanish_LATAM,¿Esto es té?,
Korean,차가 나온 건가요?,
Russian,,
Japanese,これが、お茶かい？,
Portuguese_Brazil,Isso é chá?,
Chinese_Simplified,这是我的茶吗？,
Chinese_Traditional,這是茶嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0097-Alta,
English_US,"No, it's an empty cup.",
Description,,
French,"Non, c'est une tasse vide.",
Italian,"No, è una tazza vuota.",
German,"Nein, das ist eine leere Tasse.",
Spanish_Spain,"No, es una taza vacía.",
Spanish_LATAM,"No, es una taza vacía.",
Korean,"아니요, 그냥 빈 잔이에요.",
Russian,,
Japanese,いや、空っぽのカップだ。,
Portuguese_Brazil,"Não, é uma xícara vazia.",
Chinese_Simplified,不，这杯是空的。,
Chinese_Traditional,不是，這只是空杯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0098-Alta,
English_US,"You said you wanted tea to help with your pain, and also to take your mind off it. Is that right?",
Description,,
French,"Tu as dit que tu voulais un thé pour soulager ta douleur et aussi pour ne plus y penser, c'est exact ?",
Italian,Hai detto che volevi un tè che alleviasse il tuo dolore e anche per distrarti da esso. È giusto?,
German,"Du meintest, du willst Tee gegen die Schmerzen und zur Ablenkung. Stimmt das?",
Spanish_Spain,Dijiste que querías té para ayudarte con el dolor y también para distraerte. ¿Correcto?,
Spanish_LATAM,"Dijiste que querías té para ayudarte con el dolor y también para distraerte, ¿correcto?",
Korean,통증에 도움이 되고 통증에서 주의를 돌려주는 차. 이렇게 주문하신 게 맞나요?,
Russian,,
Japanese,あんたが注文したのは、痛みが和らいで、そのうえ気が紛れるお茶だよね。合ってる？,
Portuguese_Brazil,Você disse que queria chá pra ajudar com a sua dor e também pra tirar a mente dela. É isso?,
Chinese_Simplified,您想要能缓解疼痛的茶，最好还能让自己别老想着疼。对吧？,
Chinese_Traditional,你說你想要能夠舒緩疼痛並讓你轉移注意力的茶。對嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0099-Customer,
English_US,Yes. That is correct.,
Description,,
French,"Oui, c'est exact.",
Italian,Sì. Giusto.,
German,Ja. Das stimmt.,
Spanish_Spain,Sí. Así es.,
Spanish_LATAM,Sí. Así es.,
Korean,그래요. 맞습니다.,
Russian,,
Japanese,ああ、そのとおりだ。,
Portuguese_Brazil,Sim. Correto.,
Chinese_Simplified,是的。没错。,
Chinese_Traditional,好。正確。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0100-Customer,
English_US,Is this tea?,
Description,,
French,"C'est du thé ?",
Italian,È questo il tè?,
German,Ist das Tee?,
Spanish_Spain,¿Es esto té?,
Spanish_LATAM,¿Esto es té?,
Korean,차가 나온 건가요?,
Russian,,
Japanese,これが、お茶かい？,
Portuguese_Brazil,Isso é chá?,
Chinese_Simplified,这是我的茶吗？,
Chinese_Traditional,這是茶嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0101-Alta,
English_US,"No, this cup is too dirty.",
Description,,
French,"Non, cette tasse est trop sale.",
Italian,"No, questa tazza è troppo sporca.",
German,"Nein, diese Tasse ist zu schmutzig.",
Spanish_Spain,"No, esta taza está muy sucia.",
Spanish_LATAM,"No, esta taza está muy sucia.",
Korean,"아니요, 이 잔은 너무 더러워요.",
Russian,,
Japanese,いや、このカップは汚れてる。,
Portuguese_Brazil,"Não, essa xícara está muito suja.",
Chinese_Simplified,不是，这个杯子太脏了。,
Chinese_Traditional,不要，這杯子太髒了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0102-Alta,
English_US,"You said you wanted tea to help with your pain, and also to take your mind off it. Is that right?",
Description,,
French,"Tu as dit que tu voulais un thé pour soulager ta douleur et aussi pour ne plus y penser, c'est exact ?",
Italian,Hai detto che volevi un tè che alleviasse il tuo dolore e anche per distrarti da esso. È giusto?,
German,"Du meintest, du willst Tee gegen die Schmerzen und zur Ablenkung. Stimmt das?",
Spanish_Spain,Dijiste que querías té para ayudarte con el dolor y también para distraerte. ¿Correcto?,
Spanish_LATAM,"Dijiste que querías té para ayudarte con el dolor y también para distraerte, ¿correcto?",
Korean,통증에 도움이 되고 통증에서 주의를 돌려주는 차. 이렇게 주문하신 게 맞나요?,
Russian,,
Japanese,あんたが注文したのは、痛みが和らいで、そのうえ気が紛れるお茶だよね。合ってる？,
Portuguese_Brazil,Você disse que queria chá pra ajudar com a sua dor e também pra tirar a mente dela. É isso?,
Chinese_Simplified,您想要能缓解疼痛的茶，最好还能让自己别老想着疼。对吧？,
Chinese_Traditional,你說你想要能夠舒緩疼痛並讓你轉移注意力的茶。對嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0103-Customer,
English_US,Yes. That is correct.,
Description,,
French,"Oui, c'est exact.",
Italian,Sì. Giusto.,
German,Ja. Das stimmt.,
Spanish_Spain,Sí. Así es.,
Spanish_LATAM,Sí. Así es.,
Korean,그래요. 맞습니다.,
Russian,,
Japanese,ああ、そのとおりだ。,
Portuguese_Brazil,Sim. Correto.,
Chinese_Simplified,是的。没错。,
Chinese_Traditional,好。正確。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
